Model,Repeat,MSPE,RMSE,MAE,R2
DeepKriging_sphere,2,109.1312255859375,10.446589184319325,3.1627182960510254,0.3768501281738281
DeepKriging_sphere_Huber,2,79.53244018554688,8.918096219796402,1.7746506929397583,0.545862078666687
UniversalKriging,2,83.23051570657405,9.123076000262962,3.2545945835860124,0.524745689925108
OLS_wendland,3,114.67440795898438,10.708613727228393,5.758488178253174,-0.08680486679077148
OLS_sphere,3,58.857383728027344,7.671856602415568,3.0127484798431396,0.44219034910202026
DeepKriging_wendland,3,85.15155029296875,9.227759765672747,4.82232141494751,0.1929924488067627
DeepKriging_mrts,3,67.19758605957031,8.19741337615533,3.223037004470825,0.36314767599105835
DeepKriging_sphere,3,66.3172607421875,8.143541044422108,2.570128917694092,0.37149083614349365
DeepKriging_sphere_Huber,3,51.5213508605957,7.177837478000996,1.4842406511306763,0.5117162466049194
UniversalKriging,3,58.596217163308744,7.654816598933559,2.703460471193898,0.4446655167125594
OLS_wendland,3,119.39292907714844,10.926707147038783,5.902403354644775,-0.10716474056243896
OLS_sphere,3,59.526397705078125,7.715335229598137,3.0265634059906006,0.4479947090148926
DeepKriging_wendland,3,87.31937408447266,9.344483617861004,4.959469795227051,0.1902625560760498
DeepKriging_mrts,3,76.98978424072266,8.774382271175712,3.312838077545166,0.28605180978775024
DeepKriging_sphere,3,76.94871520996094,8.77204167853533,3.420156717300415,0.28643256425857544
DeepKriging_sphere_Huber,3,52.3504524230957,7.235361250352031,1.547482967376709,0.5145393013954163
UniversalKriging,3,59.23654407998005,7.696528053608331,2.7188117791335253,0.4506825827255744
OLS_wendland,4,646.9976196289062,25.4361478928887,10.459138870239258,-1.7666308879852295
OLS_sphere,4,139.6615447998047,11.81784856899955,3.6231625080108643,0.4027922749519348
DeepKriging_wendland,4,213.78834533691406,14.621502841257941,6.954104423522949,0.08581817150115967
DeepKriging_mrts,4,159.06005859375,12.611901466224275,4.272494792938232,0.3198421597480774
DeepKriging_sphere,4,138.15155029296875,11.753788763329412,3.3640034198760986,0.4092492461204529
DeepKriging_sphere_Huber,4,128.56814575195312,11.338789430620587,2.2101240158081055,0.45022886991500854
UniversalKriging,4,140.3946529004489,11.848824958638257,3.2610368891740413,0.3996574578581834
OLS_wendland,5,693.9666748046875,26.34324723348827,7.539922714233398,-7.362863540649414
OLS_sphere,5,27.096546173095703,5.205434292457807,2.900843858718872,0.6734645366668701
DeepKriging_wendland,5,54.658668518066406,7.393150107908428,5.27903413772583,0.3413185477256775
DeepKriging_mrts,5,24.516698837280273,4.951434018269886,2.422832727432251,0.7045538425445557
DeepKriging_sphere,5,19.09381675720215,4.369647211984298,2.2580087184906006,0.7699039578437805
DeepKriging_sphere_Huber,5,15.326025009155273,3.914846741464508,1.160775899887085,0.8153089284896851
UniversalKriging,5,22.099312771133313,4.700990615937593,2.30062521473016,0.7336852797220836
OLS_wendland,6,351.70343017578125,18.753757761466932,7.006178855895996,-1.3128893375396729
OLS_sphere,6,99.85591888427734,9.992793347421799,4.199220657348633,0.34332263469696045
DeepKriging_wendland,6,118.52677154541016,10.887000116901357,5.501960754394531,0.2205384373664856
DeepKriging_mrts,6,104.23543548583984,10.20957567609153,4.198758602142334,0.314521849155426
DeepKriging_sphere,6,100.35295867919922,10.01763238890304,3.7877867221832275,0.3400539755821228
DeepKriging_sphere_Huber,6,89.23344421386719,9.446345548087217,2.2697505950927734,0.4131786823272705
UniversalKriging,6,97.96015138137604,9.89748207279892,3.726718814438184,0.35578974357392246
OLS_wendland,7,76.23329162597656,8.731167827156717,5.660698890686035,-0.040972113609313965
OLS_sphere,7,20.14491844177246,4.488309084919671,2.5142486095428467,0.7249194383621216
DeepKriging_wendland,7,47.697105407714844,6.906309101663119,4.8773651123046875,0.3486919403076172
DeepKriging_mrts,7,24.181089401245117,4.917427111940259,2.622922897338867,0.6698051691055298
DeepKriging_sphere,7,18.261550903320312,4.27335358978406,1.907581090927124,0.7506369352340698
DeepKriging_sphere_Huber,7,13.004573822021484,3.6061854946773724,0.9396819472312927,0.8224214315414429
UniversalKriging,7,18.47253357477299,4.297968540458735,2.1254609458991953,0.7477559868182833
OLS_wendland,8,338.088623046875,18.387186382012747,8.869123458862305,-0.3605726957321167
OLS_sphere,8,132.2269744873047,11.498998847173814,3.7925479412078857,0.46787798404693604
DeepKriging_wendland,8,174.04537963867188,13.19262595690001,6.893924236297607,0.29958784580230713
DeepKriging_mrts,8,142.13516235351562,11.922045225275554,4.753262519836426,0.4280043840408325
DeepKriging_sphere,8,134.78855895996094,11.609847499427412,3.5259382724761963,0.4575693607330322
DeepKriging_sphere_Huber,8,125.72103118896484,11.212539016162435,2.5224409103393555,0.49405986070632935
UniversalKriging,8,129.37807306512693,11.374448253217688,3.323169871751208,0.4793427868687271
OLS_wendland,9,156.84071350097656,12.523606249837806,7.494758605957031,0.04234111309051514
OLS_sphere,9,90.81490325927734,9.529685370424216,3.965514659881592,0.445490300655365
DeepKriging_wendland,9,136.28451538085938,11.674095912783113,6.230611324310303,0.16785591840744019
DeepKriging_mrts,9,101.02105712890625,10.050923197841392,4.075244426727295,0.3831722140312195
DeepKriging_sphere,9,100.17607879638672,10.008800067759708,3.3313002586364746,0.3883315920829773
DeepKriging_sphere_Huber,9,86.29838562011719,9.289692439479209,2.1309874057769775,0.47306787967681885
UniversalKriging,9,93.99548417985329,9.695126826393418,3.3896593944116757,0.4260699101487446
OLS_wendland,10,46704.796875,216.11292620988687,20.444887161254883,-298.9169921875
OLS_sphere,10,85.39060974121094,9.240703963509,3.803103446960449,0.45166027545928955
DeepKriging_wendland,10,131.78724670410156,11.479862660506944,6.1544952392578125,0.1537221074104309
DeepKriging_mrts,10,107.76851654052734,10.381161618071811,3.7130188941955566,0.30795949697494507
DeepKriging_sphere,10,88.19493865966797,9.391216037322748,3.251732349395752,0.4336521625518799
DeepKriging_sphere_Huber,10,76.78773498535156,8.762861118684443,1.7413902282714844,0.5069040060043335
UniversalKriging,10,91.59172244193877,9.570356442784082,3.5492599393631554,0.41183951308142963
OLS_wendland,11,65.7195816040039,8.106761474473263,6.444315433502197,0.15396565198898315
OLS_sphere,11,24.894906997680664,4.989479631953683,2.9169931411743164,0.679517924785614
DeepKriging_wendland,11,54.49773406982422,7.382258060365014,5.546703338623047,0.29842889308929443
DeepKriging_mrts,11,40.16814041137695,6.3378340473206585,3.736910104751587,0.4828994870185852
DeepKriging_sphere,11,14.486011505126953,3.8060493303591,1.9280191659927368,0.8135157823562622
DeepKriging_sphere_Huber,11,7.383924961090088,2.7173378444886254,0.8708510994911194,0.9049437642097473
UniversalKriging,11,17.816791480907597,4.220994134194881,2.265116027929043,0.7706373317180878
OLS_wendland,12,194.88833618164062,13.960241265165893,8.109787940979004,0.0147705078125
OLS_sphere,12,106.70854949951172,10.329983034812386,3.7538411617279053,0.46055054664611816
DeepKriging_wendland,12,180.46078491210938,13.433569328816127,6.752171993255615,0.08770692348480225
DeepKriging_mrts,12,146.97030639648438,12.123131047567059,5.137851238250732,0.25701308250427246
DeepKriging_sphere,12,122.69851684570312,11.076936257183352,3.369351625442505,0.37971562147140503
DeepKriging_sphere_Huber,12,101.6001968383789,10.079692298794587,2.2850968837738037,0.486375093460083
UniversalKriging,12,109.71541179344669,10.474512484762558,3.4876868568560204,0.4453497939904939
OLS_wendland,13,492.7255554199219,22.19742226971235,8.746312141418457,-0.8466149568557739
OLS_sphere,13,176.1959991455078,13.273884101705416,4.146615505218506,0.3396604657173157
DeepKriging_wendland,13,224.43019104003906,14.980994327481707,6.954847812652588,0.15889054536819458
DeepKriging_mrts,13,192.38853454589844,13.870419407714333,4.893923759460449,0.27897483110427856
DeepKriging_sphere,13,189.19400024414062,13.754780995862516,4.193910121917725,0.2909471392631531
DeepKriging_sphere_Huber,13,166.12847900390625,12.88908371467523,2.529031753540039,0.3773910403251648
UniversalKriging,13,181.9730644616307,13.489739228822428,4.050047515402548,0.31800941450554765
OLS_wendland,14,76.39132690429688,8.74021320702744,6.360142230987549,0.08971428871154785
OLS_sphere,14,36.962890625,6.0797113932324125,3.1644349098205566,0.559546947479248
DeepKriging_wendland,14,63.182064056396484,7.948714616615474,5.430943965911865,0.2471170425415039
DeepKriging_mrts,14,44.27729034423828,6.654118299537384,3.949209451675415,0.47238796949386597
DeepKriging_sphere,14,38.963497161865234,6.242074748179906,2.4675474166870117,0.5357075929641724
DeepKriging_sphere_Huber,14,26.841228485107422,5.1808521002927135,1.5655806064605713,0.6801575422286987
UniversalKriging,14,31.836443397744787,5.642379232003534,2.650915357320185,0.6206341647568339
OLS_wendland,15,362.4444885253906,19.037974906102555,9.598369598388672,0.14655780792236328
OLS_sphere,15,165.6742401123047,12.87145058306579,4.001501560211182,0.609889566898346
DeepKriging_wendland,15,291.31024169921875,17.067813032114536,7.228255271911621,0.3140564560890198
DeepKriging_mrts,15,205.61734008789062,14.339363308316399,4.144783020019531,0.5158361792564392
DeepKriging_sphere,15,204.92967224121094,14.315364900735537,3.183896780014038,0.5174554586410522
DeepKriging_sphere_Huber,15,194.58973693847656,13.94954253509686,2.770753860473633,0.541802704334259
UniversalKriging,15,179.9097599855441,13.41304439661422,3.8799382823909507,0.5763694200938065
OLS_wendland,16,385.9000244140625,19.644338227949103,7.75636100769043,-1.3868811130523682
OLS_sphere,16,77.94779205322266,8.828804678620015,3.5428566932678223,0.5178748965263367
DeepKriging_wendland,16,104.66972351074219,10.230822230433983,5.457324028015137,0.3525935411453247
DeepKriging_mrts,16,77.94121551513672,8.828432222945176,3.6902942657470703,0.5179154872894287
DeepKriging_sphere,16,174.34912109375,13.204132727814804,5.0444793701171875,-0.07838964462280273
DeepKriging_sphere_Huber,16,72.49481201171875,8.514388528351214,1.8568679094314575,0.551602840423584
UniversalKriging,16,80.05850016438364,8.947541570978235,3.182374305903637,0.5048196101005089
OLS_wendland,17,157.27857971191406,12.541075699951502,6.484364032745361,-0.466866135597229
OLS_sphere,17,41.45463943481445,6.438527738141263,2.968749523162842,0.6133713126182556
DeepKriging_wendland,17,74.2823257446289,8.618719495646028,5.042412757873535,0.3072023391723633
DeepKriging_mrts,17,48.25529861450195,6.94660338687203,3.0646212100982666,0.5499446392059326
DeepKriging_sphere,17,40.42520523071289,6.358081882982704,2.123535633087158,0.6229723691940308
DeepKriging_sphere_Huber,17,33.730770111083984,5.807819738170597,1.0882090330123901,0.685408353805542
UniversalKriging,17,42.634235888014665,6.529489711150073,2.3375780880712047,0.6023697531246973
OLS_wendland,18,575.5159912109375,23.98991436439358,8.36988639831543,-2.4929749965667725
OLS_sphere,18,68.2618408203125,8.262072428895337,3.2027089595794678,0.5856988430023193
DeepKriging_wendland,18,139.214111328125,11.79890297138361,6.649312973022461,0.15506881475448608
DeepKriging_mrts,18,76.21635437011719,8.730197842553007,4.035462856292725,0.5374206304550171
DeepKriging_sphere,18,70.71121215820312,8.40899590665872,2.4732744693756104,0.5708329677581787
DeepKriging_sphere_Huber,18,61.4638557434082,7.839888758356729,1.82853364944458,0.626957893371582
UniversalKriging,18,72.58055178926358,8.51942203375696,3.0069704816833602,0.5594873992649765
OLS_wendland,19,343.1789245605469,18.525089056750762,8.230323791503906,0.10411059856414795
OLS_sphere,19,220.17811584472656,14.838400043290603,3.9920527935028076,0.42521172761917114
DeepKriging_wendland,19,273.377197265625,16.534122210314795,6.429704666137695,0.28633230924606323
DeepKriging_mrts,19,237.1122283935547,15.398448895702277,4.211977005004883,0.3810041546821594
DeepKriging_sphere,19,207.69334411621094,14.41156980055299,3.155895948410034,0.45780396461486816
DeepKriging_sphere_Huber,19,210.4810028076172,14.507963427291136,2.330333948135376,0.4505265951156616
UniversalKriging,19,221.36302567842665,14.87827361216437,3.549625814090553,0.42211844383080843
OLS_wendland,20,205.25125122070312,14.326592449731482,7.3163347244262695,0.04026675224304199
OLS_sphere,20,124.36067199707031,11.151711617373824,3.69039249420166,0.4185025691986084
DeepKriging_wendland,20,180.5133819580078,13.435526858222115,6.308718681335449,0.15593844652175903
DeepKriging_mrts,20,136.34628295898438,11.676741110386253,4.257756233215332,0.36245912313461304
DeepKriging_sphere,20,146.30450439453125,12.095639891900356,5.145679950714111,0.31589555740356445
DeepKriging_sphere_Huber,20,120.28984069824219,10.967672528765718,2.358842134475708,0.43753737211227417
UniversalKriging,20,126.97978781644998,11.268530863269177,3.4156359333589443,0.4062558759470547
OLS_wendland,21,333.3641662597656,18.258262958446117,9.033459663391113,-0.24479162693023682
OLS_sphere,21,167.11106872558594,12.92714464704352,4.389772891998291,0.37600231170654297
DeepKriging_wendland,21,223.5350799560547,14.951089590931314,7.239269733428955,0.16531336307525635
DeepKriging_mrts,21,165.32513427734375,12.857882184766812,4.4353485107421875,0.3826709985733032
DeepKriging_sphere,21,175.36605834960938,13.242585032749814,4.260003089904785,0.34517788887023926
DeepKriging_sphere_Huber,21,160.2300262451172,12.658199960702042,2.8307201862335205,0.4016963243484497
UniversalKriging,21,170.0461402769365,13.040174089211252,4.039868602596578,0.36504264777245043
OLS_wendland,22,184.08963012695312,13.567963374322364,7.4394917488098145,0.03407251834869385
OLS_sphere,22,91.17948150634766,9.548794767212648,3.3743653297424316,0.5215767025947571
DeepKriging_wendland,22,134.3319091796875,11.590164329278835,5.9687113761901855,0.29515379667282104
DeepKriging_mrts,22,93.1388931274414,9.650849347463746,3.9632813930511475,0.5112955570220947
DeepKriging_sphere,22,96.40362548828125,9.818534793352889,2.8847496509552,0.4941653609275818
DeepKriging_sphere_Huber,22,89.76451873779297,9.474413899434253,1.9902372360229492,0.5290011167526245
UniversalKriging,22,85.27187085531372,9.234276953574314,2.8169522808714604,0.5525742238463471
OLS_wendland,23,48214.59375,219.57821784047707,26.88910675048828,-169.16319274902344
OLS_sphere,23,198.15093994140625,14.076609674968125,4.659758567810059,0.30066823959350586
DeepKriging_wendland,23,237.42303466796875,15.408537719977478,6.5078654289245605,0.16206568479537964
DeepKriging_mrts,23,212.71702575683594,14.58482175951547,4.909252643585205,0.2492603063583374
DeepKriging_sphere,23,206.96250915527344,14.386191614019099,3.8082668781280518,0.26956963539123535
DeepKriging_sphere_Huber,23,192.98678588867188,13.89196839503574,3.028486728668213,0.31889402866363525
UniversalKriging,23,202.1316199887111,14.217300024572566,4.406272286899038,0.2866192514196445
OLS_wendland,24,97.09913635253906,9.853889402288777,6.372705936431885,0.28624898195266724
OLS_sphere,24,52.930477142333984,7.275333472929883,2.666246175765991,0.6109215021133423
DeepKriging_wendland,24,89.67636108398438,9.469760349870759,5.187539100646973,0.34081190824508667
DeepKriging_mrts,24,56.882102966308594,7.542022471877726,2.62957763671875,0.5818741321563721
DeepKriging_sphere,24,52.839263916015625,7.269062107040744,1.9315167665481567,0.6115920543670654
DeepKriging_sphere_Huber,24,48.299835205078125,6.949808285490912,1.4840716123580933,0.6449601650238037
UniversalKriging,24,54.15359556204708,7.358912661667285,2.2693708042066665,0.6019306965934359
OLS_wendland,25,1582.551025390625,39.7812898909855,10.00028133392334,-7.611696243286133
OLS_sphere,25,109.54448699951172,10.466350223430885,4.334222793579102,0.403896689414978
DeepKriging_wendland,25,159.11459350585938,12.614063322572127,7.001764297485352,0.1341533064842224
DeepKriging_mrts,25,122.76580047607422,11.07997294563819,4.448757648468018,0.3319509029388428
DeepKriging_sphere,25,116.77420043945312,10.806211197244533,3.811166763305664,0.3645550608634949
DeepKriging_sphere_Huber,25,95.73130798339844,9.78423773134108,2.346170663833618,0.4790632724761963
UniversalKriging,25,105.36505086261805,10.264747968782189,3.6038274360184124,0.4266397065215958
OLS_wendland,26,420.14385986328125,20.497411052698368,8.43336296081543,0.22291070222854614
OLS_sphere,26,335.92950439453125,18.328379753664294,5.297590732574463,0.3786718249320984
DeepKriging_wendland,26,473.78948974609375,21.766705992090163,7.8904595375061035,0.12368887662887573
DeepKriging_mrts,26,291.7021789550781,17.07929093829946,4.239632606506348,0.4604737162590027
DeepKriging_sphere,26,309.59942626953125,17.595437654958495,4.066207408905029,0.42737138271331787
DeepKriging_sphere_Huber,26,331.755615234375,18.214159745494026,3.1190428733825684,0.3863917589187622
UniversalKriging,26,323.9469403243939,17.998526059774836,4.416545245606963,0.4008344521822802
OLS_wendland,27,185.81973266601562,13.631571173786813,7.355372428894043,-0.1280895471572876
OLS_sphere,27,90.6696548461914,9.522061480907977,3.380347490310669,0.44955527782440186
DeepKriging_wendland,27,162.42848205566406,12.744743310701242,6.350609302520752,0.013915956020355225
DeepKriging_mrts,27,98.7477035522461,9.937187909677773,3.7566287517547607,0.4005144238471985
DeepKriging_sphere,27,86.26683807373047,9.287994297679692,2.3169918060302734,0.4762842655181885
DeepKriging_sphere_Huber,27,78.12088012695312,8.838601706545733,1.6337335109710693,0.5257374048233032
UniversalKriging,27,93.20570691161433,9.654310276328099,3.040952177161844,0.43415925552015344
OLS_wendland,28,243.9448699951172,15.618734583669612,7.504209518432617,-1.1930158138275146
OLS_sphere,28,56.33622741699219,7.505746293140489,3.1711654663085938,0.49354857206344604
DeepKriging_wendland,28,91.38802337646484,9.55970833113986,5.855122089385986,0.1784399151802063
DeepKriging_mrts,28,71.39411163330078,8.449503632362127,4.719728469848633,0.3581811785697937
DeepKriging_sphere,28,130.2328643798828,11.411961460672869,4.1145195960998535,-0.1707674264907837
DeepKriging_sphere_Huber,28,52.60959243774414,7.253247027210926,1.8825883865356445,0.527050256729126
UniversalKriging,28,54.354103458945914,7.372523547534176,2.7832261270605905,0.5113674140088014
OLS_wendland,29,635.5771484375,25.210655454341126,8.771356582641602,-4.122840881347656
OLS_sphere,29,63.813507080078125,7.9883356889954324,2.9758312702178955,0.48565417528152466
DeepKriging_wendland,29,98.57979583740234,9.928735863009065,5.147804260253906,0.2054329514503479
DeepKriging_mrts,29,78.12590026855469,8.838885691565125,3.595335006713867,0.3702942728996277
DeepKriging_sphere,29,76.98968505859375,8.774376619372669,2.283984661102295,0.37945228815078735
DeepKriging_sphere_Huber,29,56.92050552368164,7.544567948112181,1.5423067808151245,0.5412127375602722
UniversalKriging,29,65.8902184278202,8.117279003940926,2.782348570195298,0.46891555160641374
OLS_wendland,30,11490.064453125,107.19171821145979,19.508508682250977,-78.37836456298828
OLS_sphere,30,78.5926742553711,8.865250941477692,3.8295092582702637,0.45704764127731323
DeepKriging_wendland,30,109.9162368774414,10.484094471028072,6.391831874847412,0.24065083265304565
DeepKriging_mrts,30,76.28620147705078,8.734197242852417,3.350829839706421,0.47298169136047363
DeepKriging_sphere,30,71.6101303100586,8.462276898687408,2.4847753047943115,0.5052860379219055
DeepKriging_sphere_Huber,30,67.24651336669922,8.200397146888632,1.8927417993545532,0.5354318022727966
UniversalKriging,30,73.20110420337981,8.5557643845176,3.0314890274751316,0.4942949164832767
OLS_wendland,31,7830.37255859375,88.48939235068659,13.597549438476562,-41.503047943115234
OLS_sphere,31,99.55728912353516,9.977839902681099,3.6907427310943604,0.45960575342178345
DeepKriging_wendland,31,189.9770965576172,13.783217931877054,6.758006572723389,-0.03119051456451416
DeepKriging_mrts,31,350.8138732910156,18.730025982123347,6.474599838256836,-0.9042081832885742
DeepKriging_sphere,31,107.6571273803711,10.375795264960228,3.2920522689819336,0.41564005613327026
DeepKriging_sphere_Huber,31,91.19261932373047,9.549482673094415,2.0930235385894775,0.5050089359283447
UniversalKriging,31,109.91378334587203,10.4839774582871,3.4241429845260742,0.40339091332586663
OLS_wendland,32,951.47802734375,30.846037465835867,10.377948760986328,-2.298419713973999
OLS_sphere,32,135.20559692382812,11.627794155549372,4.2912187576293945,0.5312925577163696
DeepKriging_wendland,32,209.37265014648438,14.469714929689678,6.999475479125977,0.2741830348968506
DeepKriging_mrts,32,127.40652465820312,11.287449874006224,4.053257942199707,0.5583291053771973
DeepKriging_sphere,32,189.92640686035156,13.781378989794582,4.248446464538574,0.34159594774246216
DeepKriging_sphere_Huber,32,139.02334594726562,11.79081616968332,2.4699647426605225,0.5180578827857971
UniversalKriging,32,151.6179290716604,12.313323234271907,4.026945966636523,0.4743971748621797
OLS_wendland,33,504.10162353515625,22.452207542581558,8.199472427368164,-3.8341870307922363
OLS_sphere,33,39.102848052978516,6.253227011150204,3.306506633758545,0.625015139579773
DeepKriging_wendland,33,111.38294219970703,10.553811737931799,5.905643463134766,-0.06812989711761475
DeepKriging_mrts,33,50.11985778808594,7.0795379643085425,2.7663373947143555,0.5193651914596558
DeepKriging_sphere,33,73.31327056884766,8.562316892573392,2.881484270095825,0.296947181224823
DeepKriging_sphere_Huber,33,37.476619720458984,6.121815067482763,1.425157904624939,0.6406101584434509
UniversalKriging,33,58.90297871089259,7.6748276013792385,3.130013601117648,0.4351376560285849
OLS_wendland,34,92.08457946777344,9.59607104328503,6.401495933532715,0.002248048782348633
OLS_sphere,34,32.851226806640625,5.731598974687659,3.3784422874450684,0.6440514326095581
DeepKriging_wendland,34,62.03310012817383,7.876109453795943,5.276460647583008,0.32786089181900024
DeepKriging_mrts,34,50.34772491455078,7.0956130753128575,3.2998995780944824,0.4544738531112671
DeepKriging_sphere,34,61.59213638305664,7.848065773364584,3.041975498199463,0.33263880014419556
DeepKriging_sphere_Huber,34,25.249221801757812,5.024860376344582,1.1758315563201904,0.7264204025268555
UniversalKriging,34,32.6233034623131,5.711681316592611,2.534628338040574,0.6465210115319493
OLS_wendland,35,143.93621826171875,11.997342133227624,6.997428894042969,-0.08916652202606201
OLS_sphere,35,57.24068069458008,7.565757113110364,3.1873700618743896,0.5668593049049377
DeepKriging_wendland,35,101.00186920166016,10.049968616949018,5.78079891204834,0.2357180118560791
DeepKriging_mrts,35,67.25550842285156,8.200945581020006,3.1476776599884033,0.4910770058631897
DeepKriging_sphere,35,69.3730697631836,8.32904975151329,2.6368916034698486,0.47505342960357666
DeepKriging_sphere_Huber,35,52.65331268310547,7.2562602408613674,1.3035683631896973,0.6015719175338745
UniversalKriging,35,58.16202163076926,7.626402928692482,2.4857099131152456,0.5598875061797478
OLS_wendland,36,145.4001007080078,12.058196411902063,6.894294738769531,-0.20428168773651123
OLS_sphere,36,49.73139190673828,7.052048773706708,3.157334566116333,0.5880979299545288
DeepKriging_wendland,36,96.3086929321289,9.813699248098493,5.79290246963501,0.2023196816444397
DeepKriging_mrts,36,64.64311218261719,8.040094040657559,3.2241528034210205,0.46459102630615234
DeepKriging_sphere,36,25.99880599975586,5.098902430891952,2.5211679935455322,0.7846639156341553
DeepKriging_sphere_Huber,36,45.18593215942383,6.722048211625965,1.3352129459381104,0.6257458329200745
UniversalKriging,36,42.95186100371096,6.553766932361187,2.5239145806928707,0.6442496243105323
OLS_wendland,37,217.2191619873047,14.738356827927078,6.784821510314941,0.09677755832672119
OLS_sphere,37,145.89578247070312,12.078732651677623,4.050541877746582,0.3933483958244324
DeepKriging_wendland,37,198.03211975097656,14.072388558840201,5.926292896270752,0.1765594482421875
DeepKriging_mrts,37,152.608642578125,12.353487061478836,3.863311529159546,0.36543554067611694
DeepKriging_sphere,37,149.92665100097656,12.244453887412723,3.3143181800842285,0.37658756971359253
DeepKriging_sphere_Huber,37,145.11859130859375,12.046517808420562,2.2213501930236816,0.3965800404548645
UniversalKriging,37,151.92672845635988,12.325856094258114,3.85649682402166,0.36827106491969885
OLS_wendland,38,874.9893798828125,29.580219402208844,10.002724647521973,-4.321139812469482
OLS_sphere,38,75.4229507446289,8.684638780319473,2.9822163581848145,0.5413246154785156
DeepKriging_wendland,38,139.92311096191406,11.828909965077681,6.433381080627441,0.14907485246658325
DeepKriging_mrts,38,84.97239685058594,9.218047344778933,3.6719956398010254,0.48325085639953613
DeepKriging_sphere,38,62.58824157714844,7.911273069307394,2.1301846504211426,0.6193773150444031
DeepKriging_sphere_Huber,38,58.39006805419922,7.641339414932386,1.2722117900848389,0.6449080109596252
UniversalKriging,38,70.13941174574364,8.374927566596838,2.4233659097496676,0.5734558562753505
OLS_wendland,39,120.8060302734375,10.991179657954714,6.398131847381592,0.10565286874771118
OLS_sphere,39,79.02928161621094,8.88984148431292,3.077793836593628,0.41493308544158936
DeepKriging_wendland,39,113.78227233886719,10.666877347137127,5.493028163909912,0.15765094757080078
DeepKriging_mrts,39,81.53889465332031,9.029888961295168,3.2914535999298096,0.3963540196418762
DeepKriging_sphere,39,84.2649154663086,9.179592336607797,2.8651883602142334,0.37617284059524536
DeepKriging_sphere_Huber,39,71.65084075927734,8.464681964449541,1.6827160120010376,0.46955692768096924
UniversalKriging,39,76.84355848571809,8.766045772508726,2.76382354354984,0.43111437060875757
OLS_wendland,40,249.88426208496094,15.807727922916719,7.4497528076171875,-1.2333519458770752
OLS_sphere,40,52.025306701660156,7.2128570415377125,2.9186933040618896,0.5350214242935181
DeepKriging_wendland,40,91.84444427490234,9.583550713326577,5.773375034332275,0.17913609743118286
DeepKriging_mrts,40,61.98670196533203,7.873163402682052,2.8218495845794678,0.44599103927612305
DeepKriging_sphere,40,58.0510368347168,7.619123101428195,3.0013315677642822,0.4811662435531616
DeepKriging_sphere_Huber,40,39.66299057006836,6.2978560296396395,1.0768554210662842,0.645510196685791
UniversalKriging,40,51.86687910259587,7.201866362450491,2.452699137347247,0.5364374367432115
OLS_wendland,41,102.84648132324219,10.141325422411125,7.152385234832764,0.14425718784332275
OLS_sphere,41,41.12593460083008,6.412950537843722,3.395007371902466,0.6578081846237183
DeepKriging_wendland,41,91.09140014648438,9.54418148122113,6.038312911987305,0.2420663833618164
DeepKriging_mrts,41,55.893821716308594,7.476217072578122,3.382450580596924,0.5349308252334595
